,Price,Area,Location,No. of Bedrooms,Lift Available,Car Parking
1955,11500000,1075,Koper Khairane,2,1,0
1956,13000000,1075,Koper Khairane,2,1,0
1957,19500000,1800,Koper Khairane,3,1,0
1958,8500000,950,Koper Khairane,2,0,0
1959,15000000,1500,Koper Khairane,2,0,0
1960,3300000,670,Koproli,1,1,1
1961,4179999,790,Koproli,2,0,0
1962,4050000,810,Koproli,2,0,0
1963,4170000,850,Koproli,2,0,0
1964,4200000,870,Koproli,2,0,0
1965,4349000,870,Koproli,2,1,1
1966,4200000,870,Koproli,2,1,1
1967,4600000,850,Koproli,2,1,1
1968,3400000,550,Koproli,1,0,0
1969,3300000,550,Koproli,1,0,0
1970,3200000,550,Koproli,1,0,0
1971,3500000,550,Koproli,1,0,0
1972,3400000,610,Koproli,1,1,1
1973,3100000,600,Koproli,1,0,1
1974,3400000,590,Koproli,1,0,0
1975,3300000,590,Koproli,1,0,0
1976,3200000,630,Koproli,1,0,0
1977,4200000,700,Koproli,2,0,0
1978,4500000,690,Koproli,2,0,0
1979,11000000,780,Kurla,2,0,1
1980,14000000,1077,Kurla,2,0,0
1981,8200000,725,Kurla,1,1,0
1982,8100000,720,Kurla,1,1,0
1983,8298999,700,Kurla,1,1,0
1984,7798999,700,Kurla,1,1,0
1985,7898999,680,Kurla,1,1,0
1986,7998999,700,Kurla,1,1,0
1987,18500000,1676,Kurla,3,1,1
1988,9000000,750,Kurla,1,1,0
1989,16500000,950,Kurla,2,1,0
1990,9800000,610,Kurla,1,1,0
1991,8100000,500,Kurla,1,1,0
1992,11500000,1120,Kurla West,2,0,0
1993,11000000,1050,Kurla West,2,0,0
1994,8600000,695,Kurla West,1,0,0
1995,11000000,900,Kurla West,2,1,0
1996,7998999,690,Kurla West,1,1,0
1997,11500000,1100,Kurla West,2,1,0
1998,20700000,1257,Magathane,2,0,1
1999,17500000,1053,Magathane,2,0,1
2000,10800000,650,Magathane,1,1,1
2001,21000000,1150,Magathane,2,1,1
2002,27000000,1550,Magathane,3,1,1
2003,10500000,650,Magathane,1,1,1
2004,28000000,1650,Magathane,3,1,1
2005,27000000,1650,Magathane,3,1,1
2006,19000000,1165,Magathane,2,1,1
2007,17000000,1050,Magathane,2,1,1
2008,20500000,1150,Magathane,2,1,1
2009,26500000,1450,Magathane,3,1,1
2010,29000000,1650,Magathane,3,1,1
2011,16500000,1050,Magathane,2,1,1
2012,9800000,585,Magathane,1,1,1
2013,21000000,1250,Magathane,2,1,1
2014,17500000,1050,Magathane,2,1,1
2015,20000000,1250,Magathane,3,1,1
2016,17000000,1050,Magathane,2,0,1
2017,21000000,1250,Magathane,2,0,1
2018,9800000,585,Magathane,1,0,1
2019,19500000,1200,Malad East,2,0,0
2020,43500000,2600,Malad East,3,1,1
2021,21600000,1264,Malad East,2,1,1
2022,37500000,2780,Malad East,4,1,1
2023,31000000,1672,Malad East,3,1,1
2024,21100000,1200,Malad East,2,1,1
2025,16500000,1200,Malad East,2,1,1
2026,23800000,1672,Malad East,3,1,1
2027,20500000,1457,Malad East,3,1,1
2028,27500000,1600,Malad East,3,1,1
2029,21000000,1280,Malad East,2,1,1
2030,21500000,1280,Malad East,2,1,1
2031,8000000,670,Malad East,1,1,1
2032,20000000,1250,Malad East,2,0,0
2033,8600000,608,Malad East,1,0,1
2034,8600000,550,Malad East,1,0,1
2035,16000000,1290,Malad East,2,1,1
2036,41200000,2300,Malad East,4,1,1
2037,12000000,720,Malad East,1,1,1
2038,16000000,1232,Malad East,2,1,1
2039,13500000,994,Malad East,2,0,1
2040,14900000,1200,Malad East,1,0,1
2041,14900000,806,Malad East,2,0,1
2042,18500000,1350,Malad East,2,1,1
2043,20000000,1600,Malad East,3,1,1
2044,19000000,1100,Malad East,2,1,1
2045,19000000,1100,Malad East,2,1,1
2046,15500000,1000,Malad East,2,1,1
2047,26000000,1850,Malad East,3,1,0
2048,25500000,1850,Malad East,3,1,1
2049,37000000,2310,Malad East,3,1,1
2050,18000000,1155,Malad East,2,1,1
2051,35000000,2310,Malad East,3,1,1
2052,11500000,630,Malad East,1,0,0
2053,9000000,570,Malad East,1,1,1
2054,13500000,820,Malad East,2,1,1
2055,24000000,1290,Malad East,2,1,0
2056,20000000,1164,Malad East,2,1,1
2057,4500000,356,Malad East,1,0,0
2058,44000000,2580,Malad East,4,1,1
2059,36100000,2120,Malad East,3,1,1
2060,22000000,1290,Malad East,2,1,1
2061,13500000,1072,Malad East,1,1,0
2062,11000000,686,Malad East,1,1,0
2063,20000000,1250,Malad East,2,1,0
2064,15500000,1023,Malad East,2,1,0
2065,16500000,1115,Malad East,1,1,0
2066,22000000,1266,Malad East,2,1,0
2067,13000000,960,Malad East,1,1,0
2068,23200000,1660,Malad East,3,1,0
2069,11500000,760,Malad East,1,1,0
2070,9200000,696,Malad East,1,1,0
2071,9200000,594,Malad East,1,1,1
2072,11000000,800,Malad East,1,1,1
2073,9500000,742,Malad East,1,1,0
2074,7500000,552,Malad East,1,0,0
2075,7200000,490,Malad East,1,0,0
2076,37000000,2419,Malad East,4,1,0
2077,12200000,855,Malad East,2,1,0
2078,29500000,1818,Malad East,3,1,0
2079,26000000,1760,Malad East,3,1,0
2080,31900000,2050,Malad East,3,1,1
2081,18500000,1290,Malad East,2,1,1
2082,21300000,1160,Malad East,2,1,0
2083,13300000,910,Malad East,2,1,1
2084,21700000,1250,Malad East,3,1,1
2085,7500000,385,Malad East,1,1,0
2086,23700000,1450,Malad West,3,1,1
2087,21400000,1100,Malad West,2,1,1
2088,15200000,1170,Malad West,2,1,1
2089,11000000,600,Malad West,1,1,1
2090,14000000,1185,Malad West,3,1,1
2091,13000000,995,Malad West,2,1,1
2092,16000000,874,Malad West,2,1,1
2093,21500000,1310,Malad West,3,1,1
2094,16000000,970,Malad West,2,0,1
2095,23300000,1500,Malad West,3,1,0
2096,9200000,750,Malad West,1,1,1
2097,13200000,935,Malad West,2,1,1
2098,10000000,750,Malad West,1,1,1
2099,9300000,750,Malad West,1,1,1
2100,9800000,750,Malad West,1,1,1
2101,15500000,1047,Malad West,2,1,1
2102,11000000,650,Malad West,1,1,1
2103,10200000,585,Malad West,1,1,1
2104,14200000,950,Malad West,2,1,1
2105,20099999,1100,Malad West,2,1,1
2106,11700000,840,Malad West,2,1,1
2107,14900000,1100,Malad West,2,1,1
2108,25000000,1350,Malad West,2,1,0
2109,27000000,1601,Malad West,3,1,1
2110,21500000,1340,Malad West,2,1,1
2111,21500000,1390,Malad West,3,1,1
2112,9800000,728,Malad West,1,1,0
2113,13500000,1066,Malad West,2,1,0
2114,9800000,728,Malad West,1,0,0
2115,12000000,1010,Malad West,2,1,1
2116,9800000,580,Malad West,1,1,1
2117,13500000,900,Malad West,2,1,0
2118,8500000,600,Malad West,1,1,0
2119,13799999,1050,Malad West,2,1,1
2120,21400000,1101,Malad West,3,0,0
2121,16200000,872,Malad West,2,1,0
2122,16000000,826,Malad West,2,1,0
2123,19500000,1400,Malad West,2,1,0
2124,15200000,1140,Malad West,2,1,1
2125,14500000,1150,Malad West,2,1,1
2126,10100000,548,Malad West,1,1,1
2127,6500000,450,Malad West,1,0,0
2128,5200000,350,Malad West,1,1,0
2129,8900000,750,Malad West,1,1,1
2130,19300000,1600,Malad West,3,1,0
2131,19000000,1350,Malad West,3,1,1
2132,9800000,600,Malad West,1,1,0
2133,19800000,1450,Malad West,3,1,1
2134,4200000,340,Malad West,1,0,0
2135,14600000,1135,Malad West,2,1,0
2136,9500000,640,Malad West,1,1,0
2137,6500000,365,Malad West,1,0,0
2138,14500000,1125,Malad West,2,0,0
2139,7500000,495,Malad West,1,1,0
2140,6500000,525,Malad West,1,0,0
2141,9500000,650,Malad West,1,1,1
2142,18000000,1400,Malad West,2,1,1
2143,23500000,1500,Malad West,3,1,0
2144,15000000,1170,Malad West,2,1,1
2145,8500000,685,Malad West,1,1,1
2146,8200000,685,Malad West,1,1,1
2147,14900000,1050,Malad West,2,1,1
2148,16299999,1145,Malad West,2,1,1
2149,17500000,1100,Malad West,2,1,1
2150,10000000,750,Malad West,1,1,0
2151,14000000,1170,Malad West,2,0,1
2152,8500000,700,Malad West,1,1,0
2153,14000000,1100,Malad West,2,1,0
2154,9500000,700,Malad West,1,1,1
2155,9500000,709,Malad West,1,0,0
2156,4900000,350,Malad West,1,1,0
2157,10000000,750,Malad West,2,0,0
2158,26000000,1775,Malad West,3,1,1
2159,19000000,1566,Malad West,3,1,0
2160,7500000,495,Malad West,1,1,0
2161,20000000,1250,Malad West,3,1,0
2162,30000000,1804,Malad West,3,1,1
2163,23000000,1440,Malad West,2,1,1
2164,25800000,1420,Malad West,3,1,1
2165,4800000,350,Malad West,1,1,0
2166,30000000,1550,Malad West,3,1,1
2167,12900000,1066,Malad West,2,0,0
2168,9200000,750,Malad West,1,1,0
2169,17800000,1350,Malad West,3,1,1
2170,13000000,990,Malad West,2,1,1
2171,18900000,1404,Malad West,3,1,0
2172,18800000,1350,Malad West,3,1,1
2173,8800000,750,Malad West,1,1,0
2174,10000000,750,Malad West,1,1,1
2175,10000000,750,Malad West,1,1,1
2176,10000000,750,Malad West,1,1,1
2177,12100000,890,Malad West,2,1,0
2178,8200000,650,Malad West,1,1,1
2179,8800000,650,Malad West,1,1,1
2180,8400000,650,Malad West,1,0,0
2181,8400000,650,Malad West,1,1,0
2182,18000000,950,Malad West,2,1,0
2183,4000000,310,Malad West,1,1,0
2184,27000000,1815,Malad West,3,1,1
2185,9300000,600,Malad West,1,0,0
2186,13799999,1000,Malad West,2,1,0
2187,14000000,1050,Malad West,2,1,1
2188,13000000,1050,Malad West,2,1,1
2189,9500000,750,Malad West,1,1,1
2190,9400000,650,Malad West,1,1,1
2191,30000000,1815,Malad West,3,1,1
2192,10500000,590,Malad West,1,1,1
2193,4760000,700,Mira Road East,1,1,1
2194,4600000,650,Mira Road East,1,1,1
2195,5600000,710,Mira Road East,1,1,1
2196,8000000,820,Mira Road East,2,1,1
2197,6000000,650,Mira Road East,1,1,1
2198,4800000,700,Mira Road East,1,1,1
2199,4800000,661,Mira Road East,1,1,1
2200,5700000,620,Mira Road East,1,1,1
2201,6200000,655,Mira Road East,1,1,1
2202,4500000,645,Mira Road East,1,1,1
2203,3700000,440,Mira Road East,1,1,1
2204,7000000,780,Mira Road East,2,0,0
2205,6370000,800,Mira Road East,2,1,1
2206,16000000,1944,Mira Road East,4,1,1
2207,8100000,972,Mira Road East,2,0,0
2208,4500000,450,Mira Road East,1,1,1
2209,10000000,1340,Mira Road East,3,1,1
2210,11500000,1340,Mira Road East,3,1,1
2211,6300000,850,Mira Road East,2,1,1
2212,8009999,965,Mira Road East,2,1,1
2213,8400000,965,Mira Road East,2,1,1
2214,7430000,965,Mira Road East,2,1,1
2215,6500000,1015,Mira Road East,2,1,1
2216,12900000,1235,Mira Road East,2,1,1
2217,8655000,1055,Mira Road East,2,1,1
2218,7500000,767,Mira Road East,2,0,0
2219,5994000,750,Mira Road East,1,0,0
2220,4800000,650,Mira Road East,1,1,1
2221,5800000,675,Mira Road East,1,1,1
2222,7800000,956,Mira Road East,2,1,1
2223,4800000,580,Mira Road East,1,1,1
2224,6000000,650,Mira Road East,2,1,0
2225,4500000,693,Mira Road East,1,1,1
2226,10000000,825,Mira Road East,2,0,0
2227,4800000,650,Mira Road East,1,1,0
2228,6000000,650,Mira Road East,1,1,1
2229,8300000,1095,Mira Road East,2,1,1
2230,5100000,695,Mira Road East,1,1,1
2231,8100000,1055,Mira Road East,2,1,1
2232,6800000,875,Mira Road East,2,1,1
2233,5100000,675,Mira Road East,1,1,1
2234,8500000,800,Mira Road East,2,1,1
2235,4300000,650,Mira Road East,1,1,1
2236,5900000,650,Mira Road East,1,1,1
2237,6559999,965,Mira Road East,2,1,1
2238,7240000,965,Mira Road East,2,1,1
2239,7940000,965,Mira Road East,2,1,1
2240,7900000,965,Mira Road East,2,1,1
2241,8100000,965,Mira Road East,2,1,1
2242,8500000,840,Mira Road East,2,0,0
2243,8100000,1137,Mira Road East,2,1,1
2244,5200000,650,Mira Road East,1,1,0
2245,8338000,981,Mira Road East,2,1,0
2246,6426000,693,Mira Road East,1,0,0
2247,6426000,693,Mira Road East,1,1,0
2248,8480000,1060,Mira Road East,2,1,0
2249,6048000,756,Mira Road East,1,1,0
2250,6048000,756,Mira Road East,1,1,0
2251,8330000,980,Mira Road East,2,1,1
2252,6120000,720,Mira Road East,1,1,1
2253,7837000,1045,Mira Road East,2,1,0
2254,5250000,700,Mira Road East,1,1,0
2255,8000000,1000,Mira Road East,2,1,1
2256,5600000,700,Mira Road East,1,1,1
2257,5690000,769,Mira Road East,1,1,1
2258,8413000,1137,Mira Road East,2,1,1
2259,7700000,1020,Mira Road East,2,1,0
2260,5330000,715,Mira Road East,1,0,0
2261,3500000,360,Mira Road East,1,0,0
2262,6700000,950,Mira Road East,2,1,1
2263,7500000,950,Mira Road East,2,1,1
2264,5800000,695,Mira Road East,1,1,1
2265,4800000,615,Mira Road East,1,1,0
2266,7600000,1053,Mira Road East,2,1,0
2267,6350000,655,Mira Road East,1,1,1
2268,6419000,655,Mira Road East,1,1,1
2269,8000000,1100,Mira Road East,2,1,0
2270,7209999,900,Mira Road East,2,1,0
2271,5637000,650,Mira Road East,1,1,0
2272,13200000,1500,Mira Road East,3,1,0
2273,9450000,1080,Mira Road East,2,1,0
2274,5150000,720,Mira Road East,1,1,0
2275,9800000,1170,Mira Road East,2,1,0
2276,8600000,1026,Mira Road East,2,1,0
2277,11399999,1341,Mira Road East,3,1,0
2278,5700000,710,Mira Road East,1,1,1
2279,7800000,1010,Mira Road East,2,1,1
2280,6700000,775,Mira Road East,1,1,1
2281,5600000,693,Mira Road East,1,1,1
2282,7600000,972,Mira Road East,2,1,1
2283,10600000,1386,Mira Road East,3,1,1
2284,5600000,788,Mira Road East,1,1,0
2285,10400000,1365,Mira Road East,3,1,0
2286,7700000,1046,Mira Road East,2,1,0
2287,5300000,710,Mira Road East,1,1,0
2288,5518000,677,Mira Road East,1,1,0
2289,5500000,720,Mira Road East,1,1,1
2290,8250000,1060,Mira Road East,2,1,1
2291,7800000,1010,Mira Road East,2,1,1
2292,6120000,720,Mira Road East,1,1,1
2293,5650000,780,Mira Road East,1,1,0
2294,6200000,730,Mira Road East,1,1,0
2295,8500000,1048,Mira Road East,2,1,0
2296,7650000,982,Mira Road East,2,1,0
2297,5700000,770,Mira Road East,1,1,0
2298,7650000,1020,Mira Road East,2,1,0
2299,6200000,750,Mira Road East,1,1,1
2300,9000000,1150,Mira Road East,2,1,0
2301,7950000,1060,Mira Road East,2,1,0
2302,5400000,720,Mira Road East,1,1,0
2303,8500000,980,Mira Road East,2,1,0
2304,7800000,930,Mira Road East,2,0,0
2305,8600000,965,Mira Road East,2,1,0
2306,6700000,950,Mira Road East,2,1,0
2307,9500000,1050,Mira Road East,2,1,0
2308,9300000,960,Mira Road East,2,0,0
2309,9300000,960,Mira Road East,2,1,0
2310,9700000,1100,Mira Road East,2,1,0
2311,8500000,1050,Mira Road East,2,1,0
2312,6000000,730,Mira Road East,1,1,0
2313,12200000,1235,Mira Road East,3,1,0
2314,10800000,1200,Mira Road East,2,1,0
2315,6400000,693,Mira Road East,1,1,0
2316,6400000,674,Mira Road East,1,1,0
2317,7700000,995,Mira Road East,2,1,0
2318,5200000,665,Mira Road East,1,1,0
2319,9500000,981,Mira Road East,2,1,0
2320,13500000,1386,Mira Road East,3,1,0
2321,6500000,693,Mira Road East,1,1,0
2322,9500000,981,Mira Road East,1,0,0
2323,8900000,1185,Mira Road East,3,1,0
2324,7900000,1020,Mira Road East,2,1,0
2325,5200000,690,Mira Road East,1,0,0
2326,5200000,690,Mira Road East,1,1,0
2327,7400000,800,Mira Road East,2,1,1
2328,8700000,950,Mira Road East,2,1,1
2329,8500000,1150,Mira Road East,2,1,1
2330,8000000,1150,Mira Road East,2,1,1
2331,6800000,710,Mira Road East,2,1,1
2332,5500000,681,Mira Road East,1,1,1
2333,8200000,1025,Mira Road East,2,1,1
2334,7884000,1080,Mira Road East,2,1,1
2335,8000000,1050,Mira Road East,2,1,0
2336,12000000,1275,Mira Road East,3,1,0
2337,5800000,700,Mira Road East,1,1,0
2338,5500000,650,Mira Road East,1,1,1
2339,8200000,1015,Mira Road East,2,1,1
2340,9500000,1185,Mira Road East,3,0,0
2341,8600000,950,Mira Road East,2,1,0
2342,6000000,693,Mira Road East,1,1,0
2343,9100000,1185,Mira Road East,3,1,0
2344,11500000,1390,Mira Road East,3,1,1
2345,5500000,650,Mira Road East,1,1,1
2346,8000000,800,Mira Road East,2,1,1
2347,7500000,950,Mira Road East,2,1,1
2348,8600000,1060,Mira Road East,2,1,0
2349,9100000,1082,Mira Road East,2,1,0
2350,9500000,1050,Mira Road East,2,1,0
2351,6000000,650,Mira Road East,2,0,0
2352,7800000,785,Mira Road East,2,1,1
2353,5500000,620,Mira Road East,1,1,0
2354,9000000,925,Mira Road East,2,1,1
2355,8500000,901,Mira Road East,2,1,1
2356,8500000,810,Mira Road East,2,1,1
2357,5400000,720,Mira Road East,1,1,0
2358,9700000,1100,Mira Road East,2,1,1
2359,7000000,890,Mira Road East,2,1,1
2360,6022000,730,Mira Road East,1,1,0
2361,9000000,1050,Mira Road East,2,1,0
2362,9570000,1160,Mira Road East,2,1,0
2363,8500000,1150,Mira Road East,2,1,0
2364,7050000,890,Mira Road East,2,1,1
2365,9250000,1232,Mira Road East,2,1,1
2366,8500000,1385,Mira Road East,3,1,1
2367,7600000,956,Mira Road East,2,1,1
2368,7450000,956,Mira Road East,2,1,1
2369,7100000,890,Mira Road East,2,1,1
2370,10000000,1050,Mira Road East,2,1,0
2371,15000000,1290,Mira Road East,2,1,1
2372,10000000,1150,Mira Road East,2,1,1
2373,6500000,650,Mira Road East,1,1,0
2374,5600000,850,Mira Road East,2,1,1
2375,6700000,675,Mira Road East,1,1,0
2376,6800000,665,Mira Road East,1,1,1
2377,4900000,580,Mira Road East,1,1,0
2378,9800000,1250,Mira Road East,3,1,1
2379,6800000,693,Mira Road East,1,1,0
2380,8900000,972,Mira Road East,2,1,0
2381,11299999,1389,Mira Road East,3,1,0
2382,9200000,981,Mira Road East,2,1,0
2383,9700000,1098,Mira Road East,2,1,0
2384,7731000,1137,Mira Road East,2,1,1
2385,12500000,1500,Mira Road East,2,1,1
2386,4500000,600,Mira Road East,1,0,1
2387,8198999,1050,Mira Road East,2,1,1
2388,8500000,950,Mira Road East,2,1,0
2389,8198999,1050,Mira Road East,2,1,0
2390,5499000,650,Mira Road East,1,1,0
2391,6200000,695,Mira Road East,1,1,0
2392,6000000,650,Mira Road East,1,1,1
2393,5999000,720,Mira Road East,1,1,0
2394,12400000,1365,Mira Road East,3,1,1
2395,6500000,1050,Mira Road East,2,1,1
2396,9599000,1098,Mira Road East,2,1,0
2397,6100000,700,Mira Road East,1,0,0
2398,8700000,1060,Mira Road East,2,1,1
2399,7498999,1010,Mira Road East,2,1,1
2400,5999000,850,Mira Road East,1,1,0
2401,15000000,1600,Mira Road East,2,1,1
2402,4850000,700,Mira Road East,1,1,0
2403,8053000,700,Mira Road East,2,1,1
2404,8030000,698,Mira Road East,2,1,1
2405,7745999,629,Mira Road East,2,0,0
2406,7650000,621,Mira Road East,2,0,0
2407,5229000,769,Mira Road East,1,1,1
2408,4950000,650,Mira Road East,1,1,0
2409,4500000,650,Mira Road East,1,1,0
2410,7700000,950,Mira Road East,2,0,1
2411,9990000,981,Mira Road East,2,1,1
2412,11500000,1386,Mira Road East,3,1,1
2413,5250000,650,Mira Road East,1,1,0
2414,7500000,875,Mira Road East,2,1,1
2415,7500000,975,Mira Road East,2,1,1
2416,5500000,705,Mira Road East,1,1,1
2417,8500000,1060,Mira Road East,2,1,0
2418,6050000,750,Mira Road East,1,1,0
2419,10000000,1102,Mira Road East,3,1,0
2420,8000000,1020,Mira Road East,2,1,0
2421,7500000,1060,Mira Road East,2,1,0
2422,5150000,685,Mira Road East,1,1,0
2423,7600000,1050,Mira Road East,2,1,0
2424,11000000,1390,Mira Road East,3,1,1
2425,12500000,1390,Mira Road East,3,1,1
2426,5300000,615,Mira Road East,1,1,0
2427,7900000,925,Mira Road East,2,0,0
2428,5583000,705,Mira Road East,1,1,1
2429,13200000,1525,Mira Road East,3,1,1
2430,9300000,1060,Mira Road East,2,1,0
2431,4500000,565,Mira Road East,1,0,0
2432,8000000,990,Mira Road East,2,0,0
2433,11000000,1341,Mira Road East,3,1,0
2434,8000000,990,Mira Road East,2,1,0
2435,7600000,960,Mira Road East,2,1,1
2436,9200000,1160,Mira Road East,2,1,0
2437,9300000,1060,Mira Road East,2,1,1
2438,5800000,540,Mira Road East,1,1,0
2439,4400000,490,Mira Road East,1,0,0
2440,4100000,530,Mira Road East,1,0,0
2441,5600000,540,Mira Road East,1,1,0
2442,8800000,1073,Mira Road East,2,1,0
2443,5700000,650,Mira Road East,1,1,0
2444,7000000,900,Mira Road East,2,1,0
2445,10800000,1180,Mira Road East,2,1,1
2446,9000000,1412,Mira Road East,2,1,0
2447,13200000,1525,Mira Road East,2,1,1
2448,13100000,1400,Mira Road East,3,1,0
2449,4500000,565,Mira Road East,1,1,0
2450,4400000,450,Mira Road East,1,0,0
2451,9300000,1060,Mira Road East,2,1,1
2452,4800000,550,Mira Road East,1,0,1
2453,4800000,550,Mira Road East,1,1,1
2454,6800000,1050,Mira Road East,2,1,0
2455,9000000,1250,Mira Road East,3,1,0
2456,6600000,700,Mira Road East,1,1,0
2457,7700000,950,Mira Road East,2,1,0
2458,8800000,990,Mira Road East,2,1,1
2459,3100000,375,Mira Road East,1,1,0
2460,9200000,1137,Mira Road East,2,1,1
2461,4100000,585,Mira Road East,1,0,0
2462,8000000,972,Mira Road East,2,1,0
2463,16000000,1944,Mira Road East,4,1,0
2464,5742000,725,Mira Road East,1,1,1
2465,8355000,1055,Mira Road East,2,1,1
2466,6800000,890,Mira Road East,2,1,0
2467,7500000,1060,Mira Road East,2,1,0
2468,7600000,960,Mira Road East,2,1,0
2469,13200000,1525,Mira Road East,3,1,1
2470,8500000,945,Mira Road East,2,1,1
2471,5600000,645,Mira Road East,1,1,1
2472,5600000,645,Mira Road East,1,1,1
2473,3400000,380,Mira Road East,1,0,0
2474,6600000,850,Mira Road East,2,1,1
2475,7000000,950,Mira Road East,3,1,1
2476,7600000,975,Mira Road East,2,0,0
2477,7600000,975,Mira Road East,2,1,0
2478,6190000,756,Mira Road East,1,1,1
2479,8900000,1017,Mira Road East,2,1,0
2480,4700000,500,Mira Road East,1,1,0
2481,5600000,560,Mira Road East,1,0,0
2482,5700000,540,Mira Road East,1,1,0
2483,7800000,960,Mira Road East,2,1,1
2484,8800000,1050,Mira Road East,2,1,1
2485,5950000,769,Mira Road East,1,1,1
2486,6152000,769,Mira Road East,1,1,1
2487,14800000,1460,Mira Road East,3,1,1
2488,5350000,610,Mira Road East,1,1,0
2489,8500000,1098,Mira Road East,2,1,1
2490,6500000,693,Mira Road East,1,1,1
2491,8300000,981,Mira Road East,2,1,1
2492,12000000,1386,Mira Road East,3,1,1
2493,9300000,960,Mira Road East,2,1,0
2494,5400000,675,Mira Road East,1,1,1
2495,4400000,550,Mira Road East,1,0,0
2496,10800000,1180,Mira Road East,2,1,1
2497,7200000,995,Mira Road East,2,1,0
2498,7000000,1020,Mira Road East,2,1,0
2499,6000000,810,Mira Road and Beyond,2,1,1
2500,4200000,700,Mira Road and Beyond,2,0,1
2501,9800000,1417,Mira Road and Beyond,3,1,1
2502,3500000,783,Mira Road and Beyond,2,1,1
2503,5800000,770,Mira Road and Beyond,1,1,1
2504,2700000,400,Mira Road and Beyond,1,1,1
2505,4200000,750,Mira Road and Beyond,2,1,1
2506,6400000,1180,Mira Road and Beyond,2,1,1
2507,3500000,565,Mira Road and Beyond,1,1,1
2508,3000000,320,Mira Road and Beyond,1,0,0
2509,2800000,400,Mira Road and Beyond,1,0,1
2510,6800000,890,Mira Road and Beyond,2,1,1
2511,4100000,590,Mira Road and Beyond,1,0,1
2512,6500000,940,Mira Road and Beyond,2,0,1
2513,7600000,1760,Mira Road and Beyond,2,0,1
2514,6400000,1180,Mira Road and Beyond,2,0,1
2515,5700000,900,Mira Road and Beyond,2,1,1
2516,9000000,550,Mulund East,1,0,0
2517,9000000,550,Mulund East,1,0,0
2518,8500000,600,Mulund East,1,1,0
2519,5500000,400,Mulund East,1,0,0
2520,15500000,985,Mulund East,2,1,0
2521,6000000,350,Mulund East,1,0,0
2522,9200000,558,Mulund East,1,1,0
2523,7000000,345,Mulund East,1,1,0
2524,13500000,985,Mulund East,2,1,0
2525,11500000,650,Mulund East,1,1,0
2526,18000000,980,Mulund East,2,1,0
2527,6500000,385,Mulund East,1,1,0
2528,9500000,575,Mulund East,1,1,1
2529,20700000,1450,Mulund East,2,1,1
2530,11000000,550,Mulund East,1,1,0
2531,33500000,1650,Mulund East,4,1,0
2532,9000000,417,Mulund West,1,1,1
2533,9800000,585,Mulund West,1,0,1
2534,12500000,800,Mulund West,2,1,1
2535,11000000,600,Mulund West,1,1,1
2536,51000000,2600,Mulund West,3,1,0
2537,15000000,950,Mulund West,2,1,0
2538,18500000,1100,Mulund West,2,0,0
2539,18000000,1100,Mulund West,2,1,0
2540,27000000,1560,Mulund West,3,1,1
2541,15500000,927,Mulund West,2,1,1
2542,24000000,1452,Mulund West,3,1,0
2543,10700000,660,Mulund West,1,1,1
2544,19200000,1202,Mulund West,2,1,1
2545,32599999,1306,Mulund West,3,0,0
2546,23300000,1118,Mulund West,3,1,1
2547,29000000,1160,Mulund West,3,0,0
2548,32700000,1309,Mulund West,3,0,0
2549,19100000,797,Mulund West,2,1,1
2550,18200000,759,Mulund West,2,1,1
2551,20000000,835,Mulund West,2,1,1
2552,17500000,729,Mulund West,2,1,1
2553,31300000,1740,Mulund West,3,1,1
2554,38800000,2160,Mulund West,3,1,1
2555,30400000,1690,Mulund West,3,1,1
2556,35200000,1960,Mulund West,3,1,1
2557,26500000,1475,Mulund West,2,1,1
2558,20900000,1165,Mulund West,2,1,1
2559,24600000,1072,Mulund West,3,0,0
2560,25800000,1126,Mulund West,3,0,0
2561,24800000,1080,Mulund West,3,0,0
2562,26000000,1600,Mulund West,3,1,0
2563,13799999,700,Mulund West,2,1,0
2564,11000000,650,Mulund West,1,1,0
2565,17500000,1000,Mulund West,2,1,0
2566,21000000,1050,Mulund West,2,1,0
2567,22500000,1350,Mulund West,3,1,0
2568,10000000,500,Mulund West,1,1,0
2569,23700000,1001,Mulund West,3,1,1
2570,16500000,650,Mulund West,2,1,0
2571,18000000,850,Mulund West,2,0,0
2572,16500000,850,Mulund West,2,1,0
2573,10600000,644,Mulund West,1,1,1
2574,2200000,500,Naigaon East,1,1,1
2575,2300000,500,Naigaon East,1,1,1
2576,2400000,565,Naigaon East,1,1,1
2577,2700000,540,Naigaon East,1,1,1
2578,2400000,565,Naigaon East,1,1,1
2579,2350000,540,Naigaon East,1,1,1
2580,4300000,750,Naigaon East,1,1,1
2581,3200000,585,Naigaon East,1,1,1
2582,2300000,500,Naigaon East,1,1,1
2583,3250000,585,Naigaon East,1,1,1
2584,2500000,453,Naigaon East,1,1,1
2585,2450000,500,Naigaon East,1,1,1
2586,3000000,605,Naigaon East,1,1,1
2587,2800000,510,Naigaon East,1,1,1
2588,2750000,590,Naigaon East,1,1,1
2589,2650000,560,Naigaon East,1,1,1
2590,2700000,600,Naigaon East,1,1,1
2591,2200000,500,Naigaon East,1,1,1
2592,2050000,500,Naigaon East,1,1,1
2593,3200000,610,Naigaon East,1,1,1
2594,2500000,560,Naigaon East,1,1,0
2595,3200000,615,Naigaon East,1,1,0
2596,3200000,615,Naigaon East,1,1,0
2597,2300000,510,Naigaon East,1,0,0
